Column1,tn,fn,tp,fp,准确率,精确率,召回率,F1
383,2534,862,2611,905,0.744357646,0.742605209,0.751799583,0.747174112
384,2706,1045,2428,733,0.742766201,0.768111348,0.699107409,0.731986736
385,2445,803,2671,993,0.740162015,0.728984714,0.76885432,0.748388891
386,2312,697,2777,1126,0.736255765,0.711503983,0.799366713,0.752880576
387,2711,1017,2456,728,0.747540534,0.771356761,0.707169592,0.7378699
388,2750,1087,2385,690,0.742910862,0.775609732,0.686923981,0.728577974
389,2675,1014,2461,762,0.743055582,0.763574302,0.708201468,0.734846235
390,2570,895,2579,868,0.744936347,0.748186827,0.742371917,0.745268029
391,2383,756,2719,1054,0.73813659,0.720646679,0.782446027,0.750275919
392,2653,1013,2462,784,0.740017354,0.758471966,0.70848918,0.732629058
393,2459,819,2653,981,0.739583313,0.730049551,0.76411289,0.746692939
394,2262,671,2803,1176,0.732783556,0.704448342,0.80685091,0.752180331
395,2941,1348,2125,498,0.732928216,0.810141087,0.611862957,0.697178497
396,2288,692,2781,1151,0.733362257,0.707273662,0.800748646,0.751114124
397,2524,884,2591,913,0.740017354,0.73944062,0.745611489,0.742513233
398,3002,1477,1997,436,0.723234951,0.820797384,0.574841678,0.676146947
399,2558,920,2554,880,0.739583313,0.743739069,0.73517561,0.739432546
400,2642,950,2522,798,0.747106493,0.759638548,0.726382494,0.742638398
401,2732,1067,2408,705,0.743634284,0.773530364,0.692949653,0.731026118
402,2195,622,2851,1244,0.730034709,0.696214914,0.820904136,0.753435536
403,2688,1009,2465,750,0.745515049,0.766718507,0.709556699,0.737030942
404,2600,940,2535,837,0.742910862,0.751779377,0.729496419,0.740470296
405,2501,877,2598,936,0.737702549,0.735144317,0.747625887,0.741332569
406,2447,818,2658,989,0.738570631,0.728818178,0.764672041,0.746314742
407,2936,1342,2132,502,0.733217597,0.80941534,0.613701761,0.698100837
408,2435,806,2669,1002,0.73842591,0.727049828,0.768057525,0.746991298
409,2169,610,2865,1268,0.728298604,0.693201065,0.824460447,0.753154581
410,2323,718,2755,1116,0.734664381,0.711702406,0.793262303,0.75027233
411,2627,972,2502,811,0.74204284,0.755206764,0.720207274,0.737291893
412,2632,990,2485,805,0.740306735,0.755319178,0.715107918,0.734663726
413,2493,861,2613,945,0.738715291,0.734401345,0.75215888,0.743174052
414,2823,1181,2292,616,0.740017354,0.788170576,0.65994817,0.718382703
415,2469,850,2625,968,0.736979187,0.730587244,0.75539571,0.742784389
416,2505,872,2604,931,0.739149332,0.736633658,0.749136925,0.742832682
417,2526,874,2600,912,0.741608799,0.740318894,0.748416781,0.744345814
418,2809,1163,2312,628,0.740885437,0.786394536,0.665323734,0.720810587
419,2563,905,2571,873,0.742766201,0.746515691,0.739643276,0.743063594
420,2390,778,2696,1048,0.735821784,0.720085442,0.776050687,0.747021332
421,2634,997,2477,804,0.739438653,0.754952729,0.713010967,0.733382681
422,2208,633,2842,1229,0.73061341,0.698108554,0.817841709,0.753246735
423,2795,1165,2309,643,0.73842591,0.782181561,0.664651692,0.718643004
424,2584,933,2541,854,0.741464138,0.748453617,0.731433511,0.73984569
425,2713,1057,2415,727,0.741898119,0.768618703,0.695564508,0.730269117
426,2760,1119,2356,677,0.740162015,0.776788652,0.677985609,0.724031956
427,2708,1078,2396,730,0.73842591,0.766474724,0.689694881,0.726060607
428,2310,734,2740,1128,0.73061341,0.708376408,0.788716197,0.74639063
429,2751,1122,2352,687,0.73828125,0.773938775,0.677029371,0.722247809
430,2312,717,2756,1127,0.733217597,0.709760487,0.793550253,0.749320282
431,2381,790,2685,1056,0.732928216,0.717722535,0.772661865,0.744179599
432,2692,1071,2404,745,0.737268507,0.763416946,0.691798568,0.725845409
433,2861,1265,2209,577,0.733506918,0.792893052,0.635866463,0.705750821
434,2467,818,2655,972,0.741030097,0.732009947,0.764468729,0.747887321
435,2107,565,2908,1332,0.725549757,0.685849071,0.837316453,0.754051615
436,2260,685,2790,1177,0.73061341,0.703302264,0.802877724,0.749798465
437,2285,696,2778,1153,0.732494235,0.706690431,0.799654603,0.750303872
438,2709,1069,2405,729,0.739872694,0.767389894,0.692285538,0.727905552
439,2565,941,2533,873,0.737557888,0.74368763,0.729130685,0.736337219
440,2580,932,2540,860,0.740740716,0.747058809,0.731566846,0.739231671
441,2272,684,2791,1165,0.732494235,0.705510616,0.803165495,0.751177512
442,2536,911,2565,900,0.737991869,0.740259767,0.737917125,0.73908659
443,2663,1034,2439,776,0.73813659,0.758631408,0.70227468,0.72936602
444,2499,890,2585,938,0.735532403,0.733749628,0.743884921,0.738782515
445,2607,947,2527,831,0.742766201,0.75253129,0.727403581,0.739754115
446,2349,754,2721,1088,0.733506918,0.714360714,0.783021569,0.747116957
447,2516,887,2586,923,0.73813659,0.73696208,0.74460119,0.740761941
448,2458,833,2640,981,0.737557888,0.729080379,0.760149717,0.744290953
449,2205,659,2816,1232,0.72641784,0.695652187,0.810359716,0.748637521
450,2665,1025,2448,774,0.739728034,0.759776533,0.704866111,0.731292008
451,2587,959,2514,852,0.737991869,0.746880591,0.72386986,0.735195218
452,2651,1007,2467,787,0.740451396,0.758143842,0.71013242,0.733353164
453,2440,816,2658,998,0.737557888,0.727024078,0.765112281,0.745582061
454,2712,1064,2411,725,0.741174757,0.768813789,0.693812966,0.729390425
455,2709,1086,2387,730,0.737268507,0.765800476,0.687302053,0.724430973
456,2938,1405,2069,500,0.724392354,0.805371761,0.595567048,0.684759219
457,2134,609,2863,1306,0.722945631,0.686735451,0.824596763,0.749378363
458,2596,981,2493,842,0.736255765,0.747526228,0.717616558,0.732266103
459,2191,653,2822,1246,0.725260437,0.693706989,0.812086344,0.748243415
460,2743,1129,2345,695,0.736111104,0.771381557,0.675014377,0.7199877
461,2928,1411,2063,510,0.722077549,0.801787794,0.593839943,0.682321805
462,2378,760,2715,1059,0.736834466,0.719395876,0.781294942,0.749068832
463,2254,696,2777,1185,0.727864563,0.700908661,0.799596906,0.747007421
464,2498,891,2585,938,0.735387743,0.733749628,0.743670881,0.738676943
465,2165,630,2845,1272,0.724826396,0.691037178,0.818705022,0.749473133
466,2292,720,2756,1144,0.73032409,0.706666648,0.792865336,0.747288481
467,2298,724,2749,1141,0.730179369,0.706683815,0.791534722,0.746706522
468,2755,1141,2332,684,0.735966444,0.773209572,0.671465576,0.718754817
469,2913,1350,2123,526,0.728587985,0.801434517,0.611287057,0.69356419
470,2872,1262,2212,566,0.735532403,0.796256304,0.636730015,0.707613578
471,2772,1150,2326,664,0.737557888,0.777926445,0.669159949,0.719455621
472,2378,773,2701,1060,0.734809041,0.718160093,0.777489901,0.746648242
473,2616,976,2498,822,0.739872694,0.752409637,0.719055831,0.735354718
474,2298,719,2756,1139,0.731192112,0.707573831,0.793093503,0.74789688
475,2530,914,2560,908,0.736400485,0.738177598,0.736902714,0.737539605
476,2685,1063,2410,754,0.737123847,0.761694074,0.693924546,0.72623173
477,2564,926,2547,875,0.739438653,0.744301558,0.733371735,0.738796224
478,2322,753,2722,1115,0.729745388,0.709408402,0.78330934,0.744529541
479,2262,678,2797,1175,0.731915534,0.704179227,0.804892063,0.751174944
480,2622,982,2494,814,0.740162015,0.753929853,0.717491388,0.735259437
481,2215,690,2783,1224,0.723090291,0.69453454,0.801324487,0.744117626
482,2584,942,2534,852,0.740451396,0.748375654,0.72899884,0.738560177
483,2363,770,2704,1075,0.733072937,0.715533197,0.778353512,0.745622507
484,2604,944,2529,835,0.742621541,0.751783609,0.728188872,0.739798159
485,2677,1076,2398,761,0.73423034,0.759100974,0.690270603,0.723051418
486,2377,777,2695,1063,0.733796299,0.7171368,0.776209652,0.745504843
487,2782,1161,2313,656,0.737123847,0.779050171,0.665803134,0.717988524
488,2720,1077,2396,719,0.740162015,0.769181371,0.689893484,0.727383128
489,2722,1124,2349,717,0.733651638,0.766144812,0.676360488,0.718458475
490,2716,1079,2396,721,0.739583313,0.768687844,0.689496398,0.726941746
491,2757,1180,2296,679,0.731047451,0.771764696,0.660529315,0.711827603
492,2720,1082,2392,718,0.739583313,0.769131839,0.688543439,0.726609951
493,2649,1030,2445,788,0.736979187,0.756263554,0.703597128,0.728980335
494,2733,1101,2372,706,0.738570631,0.7706303,0.682983041,0.724164275
495,2618,1003,2471,820,0.736255765,0.750835598,0.711283803,0.730524742
496,2471,859,2614,968,0.735677063,0.729759932,0.752663374,0.741034724
497,2381,768,2705,1058,0.735821784,0.718841374,0.778865516,0.74765064
498,2223,656,2817,1216,0.729166687,0.698487461,0.811114311,0.750599511
499,2550,914,2559,889,0.739149332,0.74216938,0.736826956,0.739488519
